series_id,year,period,value
APUA1037471A,1997,M08,1.297
APUA1037471A,1997,M09,1.348
APUA1037471A,1997,M10,1.327
APUA1037471A,1997,M11,1.292
APUA1037471A,1997,M12,1.274
APUA1037471A,1998,M01,1.224
APUA1037471A,1998,M02,1.185
APUA1037471A,1998,M03,1.129
APUA1037471A,1998,M04,1.105
APUA1037471A,1998,M05,1.108
APUA1037471A,1998,M06,1.109
APUA1037471A,1998,M07,1.106
APUA1037471A,1998,M08,1.090
APUA1037471A,1998,M09,1.069
APUA1037471A,1998,M10,1.080
APUA1037471A,1998,M11,1.085
APUA1037471A,1998,M12,1.064
APUA1037471A,1999,M01,1.045
APUA1037471A,1999,M02,1.018
APUA1037471A,1999,M03,1.013
APUA1037471A,1999,M04,1.105
APUA1037471A,1999,M05,1.171
APUA1037471A,1999,M06,1.174
APUA1037471A,1999,M07,1.183
APUA1037471A,1999,M08,1.249
APUA1037471A,1999,M09,1.306
APUA1037471A,1999,M10,1.347
APUA1037471A,1999,M11,1.345
APUA1037471A,1999,M12,1.373
APUA1037471A,2000,M01,1.379
APUA1037471A,2000,M02,1.419
APUA1037471A,2000,M03,1.557
APUA1037471A,2000,M04,1.561
APUA1037471A,2000,M05,1.547
APUA1037471A,2000,M06,1.674
APUA1037471A,2000,M07,1.705
APUA1037471A,2000,M08,1.670
APUA1037471A,2000,M09,1.670
APUA1037471A,2000,M10,1.646
APUA1037471A,2000,M11,1.656
APUA1037471A,2000,M12,1.624
APUA1037471A,2001,M01,1.582
APUA1037471A,2001,M02,1.558
APUA1037471A,2001,M03,1.531
APUA1037471A,2001,M04,1.567
APUA1037471A,2001,M05,1.771
APUA1037471A,2001,M06,1.795
APUA1037471A,2001,M07,1.632
APUA1037471A,2001,M08,1.517
APUA1037471A,2001,M09,1.479
APUA1037471A,2001,M10,1.417
APUA1037471A,2001,M11,1.312
APUA1037471A,2001,M12,1.201
APUA1037471A,2002,M01,1.213
APUA1037471A,2002,M02,1.222
APUA1037471A,2002,M03,1.297
APUA1037471A,2002,M04,1.454
APUA1037471A,2002,M05,1.487
APUA1037471A,2002,M06,1.470
APUA1037471A,2002,M07,1.454
APUA1037471A,2002,M08,1.502
APUA1037471A,2002,M09,1.502
APUA1037471A,2002,M10,1.508
APUA1037471A,2002,M11,1.539
APUA1037471A,2002,M12,1.541
APUA1037471A,2003,M01,1.599
APUA1037471A,2003,M02,1.691
APUA1037471A,2003,M03,1.717
APUA1037471A,2003,M04,1.659
APUA1037471A,2003,M05,1.587
APUA1037471A,2003,M06,1.550
APUA1037471A,2003,M07,1.565
APUA1037471A,2003,M08,1.621
APUA1037471A,2003,M09,1.832
APUA1037471A,2003,M10,1.781
APUA1037471A,2003,M11,1.710
APUA1037471A,2003,M12,1.655
APUA1037471A,2004,M01,1.686
APUA1037471A,2004,M02,1.763
APUA1037471A,2004,M03,1.813
APUA1037471A,2004,M04,1.825
APUA1037471A,2004,M05,1.964
APUA1037471A,2004,M06,2.181
APUA1037471A,2004,M07,2.055
APUA1037471A,2004,M08,2.003
APUA1037471A,2004,M09,1.990
APUA1037471A,2004,M10,2.051
APUA1037471A,2004,M11,2.089
APUA1037471A,2004,M12,2.014
APUA1037471A,2005,M01,1.880
APUA1037471A,2005,M02,1.978
APUA1037471A,2005,M03,1.999
APUA1037471A,2005,M04,2.236
APUA1037471A,2005,M05,2.277
APUA1037471A,2005,M06,2.198
APUA1037471A,2005,M07,2.399
APUA1037471A,2005,M08,2.484
APUA1037471A,2005,M09,3.323
APUA1037471A,2005,M10,2.840
APUA1037471A,2005,M11,2.357
APUA1037471A,2005,M12,2.168
APUA1037471A,2006,M01,2.412
APUA1037471A,2006,M02,2.423
APUA1037471A,2006,M03,2.319
APUA1037471A,2006,M04,2.704
APUA1037471A,2006,M05,3.000
APUA1037471A,2006,M06,3.054
APUA1037471A,2006,M07,3.116
APUA1037471A,2006,M08,3.149
APUA1037471A,2006,M09,2.740
APUA1037471A,2006,M10,2.302
APUA1037471A,2006,M11,2.221
APUA1037471A,2006,M12,2.354
APUA1037471A,2007,M01,2.396
APUA1037471A,2007,M02,2.237
APUA1037471A,2007,M03,2.573
APUA1037471A,2007,M04,2.770
APUA1037471A,2007,M05,3.033
APUA1037471A,2007,M06,3.107
APUA1037471A,2007,M07,2.994
APUA1037471A,2007,M08,2.856
APUA1037471A,2007,M09,2.767
APUA1037471A,2007,M10,2.706
APUA1037471A,2007,M11,3.021
APUA1037471A,2007,M12,3.040
APUA1037471A,2008,M01,3.067
APUA1037471A,2008,M02,3.034
APUA1037471A,2008,M03,3.144
APUA1037471A,2008,M04,3.344
APUA1037471A,2008,M05,3.759
APUA1037471A,2008,M06,4.074
APUA1037471A,2008,M07,4.066
APUA1037471A,2008,M08,3.734
APUA1037471A,2008,M09,3.594
APUA1037471A,2008,M10,2.994
APUA1037471A,2008,M11,2.186
APUA1037471A,2008,M12,1.723
APUA1037471A,2009,M01,1.766
APUA1037471A,2009,M02,1.907
APUA1037471A,2009,M03,1.933
APUA1037471A,2009,M04,2.017
APUA1037471A,2009,M05,2.271
APUA1037471A,2009,M06,2.617
APUA1037471A,2009,M07,2.567
APUA1037471A,2009,M08,2.661
APUA1037471A,2009,M09,2.619
APUA1037471A,2009,M10,2.570
APUA1037471A,2009,M11,2.677
APUA1037471A,2009,M12,2.635
APUA1037471A,2010,M01,2.746
APUA1037471A,2010,M02,2.698
APUA1037471A,2010,M03,2.742
APUA1037471A,2010,M04,2.823
APUA1037471A,2010,M05,2.905
APUA1037471A,2010,M06,2.770
APUA1037471A,2010,M07,2.721
APUA1037471A,2010,M08,2.720
APUA1037471A,2010,M09,2.645
APUA1037471A,2010,M10,2.812
APUA1037471A,2010,M11,2.923
APUA1037471A,2010,M12,3.058
APUA1037471A,2011,M01,3.137
APUA1037471A,2011,M02,3.201
APUA1037471A,2011,M03,3.488
APUA1037471A,2011,M04,3.783
APUA1037471A,2011,M05,3.981
APUA1037471A,2011,M06,3.797
APUA1037471A,2011,M07,3.761
APUA1037471A,2011,M08,3.727
APUA1037471A,2011,M09,3.652
APUA1037471A,2011,M10,3.499
APUA1037471A,2011,M11,3.445
APUA1037471A,2011,M12,3.314
APUA1037471A,2012,M01,3.442
APUA1037471A,2012,M02,3.623
APUA1037471A,2012,M03,3.773
APUA1037471A,2012,M04,3.917
APUA1037471A,2012,M05,3.791
APUA1037471A,2012,M06,3.528
APUA1037471A,2012,M07,3.524
APUA1037471A,2012,M08,3.734
APUA1037471A,2012,M09,3.897
APUA1037471A,2012,M10,3.892
APUA1037471A,2012,M11,3.649
APUA1037471A,2012,M12,3.481
APUA1037471A,2013,M01,3.489
APUA1037471A,2013,M02,3.745
APUA1037471A,2013,M03,3.730
APUA1037471A,2013,M04,3.569
APUA1037471A,2013,M05,3.517
APUA1037471A,2013,M06,3.558
APUA1037471A,2013,M07,3.658
APUA1037471A,2013,M08,3.704
APUA1037471A,2013,M09,3.647
APUA1037471A,2013,M10,3.425
APUA1037471A,2013,M11,3.362
APUA1037471A,2013,M12,3.469
APUA1037471A,2014,M01,3.465
APUA1037471A,2014,M02,3.445
APUA1037471A,2014,M03,3.567
APUA1037471A,2014,M04,3.597
APUA1037471A,2014,M05,3.701
APUA1037471A,2014,M06,3.699
APUA1037471A,2014,M07,3.699
APUA1037471A,2014,M08,3.547
APUA1037471A,2014,M09,3.476
APUA1037471A,2014,M10,3.285
APUA1037471A,2014,M11,3.011
APUA1037471A,2014,M12,2.785
APUA1037471A,2015,M01,2.297
APUA1037471A,2015,M02,2.255
APUA1037471A,2015,M03,2.437
APUA1037471A,2015,M04,2.411
APUA1037471A,2015,M05,2.685
APUA1037471A,2015,M06,2.757
APUA1037471A,2015,M07,2.753
APUA1037471A,2015,M08,2.592
APUA1037471A,2015,M09,2.364
APUA1037471A,2015,M10,2.180
APUA1037471A,2015,M11,2.172
APUA1037471A,2015,M12,2.077
APUA1037471A,2016,M01,1.951
APUA1037471A,2016,M02,1.788
APUA1037471A,2016,M03,1.907
APUA1037471A,2016,M04,2.138
APUA1037471A,2016,M05,2.261
APUA1037471A,2016,M06,2.300
APUA1037471A,2016,M07,2.195
APUA1037471A,2016,M08,2.135
APUA1037471A,2016,M09,2.150
APUA1037471A,2016,M10,2.198
APUA1037471A,2016,M11,2.186
APUA1037471A,2016,M12,2.245
APUA1037471A,2017,M01,2.317
APUA1037471A,2017,M02,2.272
APUA1037471A,2017,M03,2.251
APUA1037471A,2017,M04,2.346
APUA1037471A,2017,M05,2.358
APUA1037471A,2017,M06,2.291
APUA1037471A,2017,M07,2.282
APUA1037471A,2017,M08,2.376
APUA1037471A,2017,M09,2.703
APUA10474712,1978,M01,0.611
APUA10474712,1978,M02,0.609
APUA10474712,1978,M03,0.608
APUA10474712,1978,M04,0.608
APUA10474712,1978,M05,0.612
APUA10474712,1978,M06,0.617
APUA10474712,1978,M07,0.629
APUA10474712,1978,M08,0.641
APUA10474712,1978,M09,0.645
APUA10474712,1978,M10,0.646
APUA10474712,1978,M11,0.652
APUA10474712,1978,M12,0.658
APUA10474712,1979,M01,0.665
APUA10474712,1979,M02,0.680
APUA10474712,1979,M03,0.705
APUA10474712,1979,M04,0.752
APUA10474712,1979,M05,0.789
APUA10474712,1979,M06,0.848
APUA10474712,1979,M07,0.901
APUA10474712,1979,M08,0.952
APUA10474712,1979,M09,0.981
APUA10474712,1979,M10,0.991
APUA10474712,1979,M11,1.000
APUA10474712,1979,M12,1.019
APUA10474712,1980,M01,1.085
APUA10474712,1980,M02,1.171
APUA10474712,1980,M03,1.202
APUA10474712,1980,M04,1.216
APUA10474712,1980,M05,1.220
APUA10474712,1980,M06,1.240
APUA10474712,1980,M07,1.240
APUA10474712,1980,M08,1.238
APUA10474712,1980,M09,1.220
APUA10474712,1980,M10,1.201
APUA10474712,1980,M11,1.207
APUA10474712,1980,M12,1.222
APUA10474712,1981,M01,1.266
APUA10474712,1981,M02,1.358
APUA10474712,1981,M03,1.387
APUA10474712,1981,M04,1.379
APUA10474712,1981,M05,1.367
APUA10474712,1981,M06,1.346
APUA10474712,1981,M07,1.368
APUA10474712,1981,M08,1.370
APUA10474712,1981,M09,1.360
APUA10474712,1981,M10,1.361
APUA10474712,1981,M11,1.357
APUA10474712,1981,M12,1.355
APUA10474712,1982,M01,1.337
APUA10474712,1982,M02,1.312
APUA10474712,1982,M03,1.272
APUA10474712,1982,M04,1.192
APUA10474712,1982,M05,1.174
APUA10474712,1982,M06,1.212
APUA10474712,1982,M07,1.242
APUA10474712,1982,M08,1.243
APUA10474712,1982,M09,1.239
APUA10474712,1982,M10,1.232
APUA10474712,1982,M11,1.189
APUA10474712,1982,M12,1.171
APUA10474712,1983,M01,1.140
APUA10474712,1983,M02,1.105
APUA10474712,1983,M03,1.066
APUA10474712,1983,M04,1.098
APUA10474712,1983,M05,1.130
APUA10474712,1983,M06,1.138
APUA10474712,1983,M07,1.156
APUA10474712,1983,M08,1.183
APUA10474712,1983,M09,1.194
APUA10474712,1983,M10,1.194
APUA10474712,1983,M11,1.184
APUA10474712,1983,M12,1.177
APUA10474712,1984,M01,1.160
APUA10474712,1984,M02,1.148
APUA10474712,1984,M03,1.144
APUA10474712,1984,M04,1.154
APUA10474712,1984,M05,1.162
APUA10474712,1984,M06,1.163
APUA10474712,1984,M07,1.152
APUA10474712,1984,M08,1.142
APUA10474712,1984,M09,1.143
APUA10474712,1984,M10,1.136
APUA10474712,1984,M11,1.130
APUA10474712,1984,M12,1.125
APUA10474712,1985,M01,1.104
APUA10474712,1985,M02,1.095
APUA10474712,1985,M03,1.111
APUA10474712,1985,M04,1.139
APUA10474712,1985,M05,1.161
APUA10474712,1985,M06,1.173
APUA10474712,1985,M07,1.183
APUA10474712,1985,M08,1.185
APUA10474712,1985,M09,1.180
APUA10474712,1985,M10,1.167
APUA10474712,1985,M11,1.145
APUA10474712,1985,M12,1.146
APUA10474712,1986,M01,1.148
APUA10474712,1986,M02,1.099
APUA10474712,1986,M03,0.927
APUA10474712,1986,M04,0.796
APUA10474712,1986,M05,0.835
APUA10474712,1986,M06,0.880
APUA10474712,1986,M07,0.799
APUA10474712,1986,M08,0.738
APUA10474712,1986,M09,0.779
APUA10474712,1986,M10,0.754
APUA10474712,1986,M11,0.750
APUA10474712,1986,M12,0.757
APUA10474712,1987,M01,0.811
APUA10474712,1987,M02,0.845
APUA10474712,1987,M03,0.848
APUA10474712,1987,M04,0.869
APUA10474712,1987,M05,0.863
APUA10474712,1987,M06,0.882
APUA10474712,1987,M07,0.909
APUA10474712,1987,M08,0.933
APUA10474712,1987,M09,0.927
APUA10474712,1987,M10,0.916
APUA10474712,1987,M11,0.924
APUA10474712,1987,M12,0.912
APUA10474712,1988,M01,0.884
APUA10474712,1988,M02,0.855
APUA10474712,1988,M03,0.822
APUA10474712,1988,M04,0.833
APUA10474712,1988,M05,0.868
APUA10474712,1988,M06,0.880
APUA10474712,1988,M07,0.882
APUA10474712,1988,M08,0.925
APUA10474712,1988,M09,0.897
APUA10474712,1988,M10,0.872
APUA10474712,1988,M11,0.922
APUA10474712,1988,M12,0.949
APUA10474712,1989,M01,0.949
APUA10474712,1989,M02,0.941
APUA10474712,1989,M03,0.936
APUA10474712,1989,M04,1.056
APUA10474713,1978,M01,0.661
APUA10474713,1978,M02,0.660
APUA10474713,1978,M03,0.660
APUA10474713,1978,M04,0.663
APUA10474713,1978,M05,0.668
APUA10474713,1978,M06,0.676
APUA10474713,1978,M07,0.689
APUA10474713,1978,M08,0.697
APUA10474713,1978,M09,0.702
APUA10474713,1978,M10,0.702
APUA10474713,1978,M11,0.711
APUA10474713,1978,M12,0.717
APUA10474713,1979,M01,0.724
APUA10474713,1979,M02,0.737
APUA10474713,1979,M03,0.762
APUA10474713,1979,M04,0.811
APUA10474713,1979,M05,0.850
APUA10474713,1979,M06,0.902
APUA10474713,1979,M07,0.944
APUA10474713,1979,M08,0.994
APUA10474713,1979,M09,1.033
APUA10474713,1979,M10,1.046
APUA10474713,1979,M11,1.050
APUA10474713,1979,M12,1.071
APUA10474713,1980,M01,1.130
APUA10474713,1980,M02,1.227
APUA10474713,1980,M03,1.249
APUA10474713,1980,M04,1.259
APUA10474713,1980,M05,1.271
APUA10474713,1980,M06,1.303
APUA10474713,1980,M07,1.302
APUA10474713,1980,M08,1.294
APUA10474713,1980,M09,1.279
APUA10474714,1978,M01,0.641
APUA10474714,1978,M02,0.640
APUA10474714,1978,M03,0.639
APUA10474714,1978,M04,0.642
APUA10474714,1978,M05,0.644
APUA10474714,1978,M06,0.652
APUA10474714,1978,M07,0.668
APUA10474714,1978,M08,0.677
APUA10474714,1978,M09,0.682
APUA10474714,1978,M10,0.682
APUA10474714,1978,M11,0.689
APUA10474714,1978,M12,0.696
APUA10474714,1979,M01,0.705
APUA10474714,1979,M02,0.720
APUA10474714,1979,M03,0.743
APUA10474714,1979,M04,0.793
APUA10474714,1979,M05,0.828
APUA10474714,1979,M06,0.883
APUA10474714,1979,M07,0.935
APUA10474714,1979,M08,0.978
APUA10474714,1979,M09,1.015
APUA10474714,1979,M10,1.024
APUA10474714,1979,M11,1.032
APUA10474714,1979,M12,1.059
APUA10474714,1980,M01,1.122
APUA10474714,1980,M02,1.205
APUA10474714,1980,M03,1.232
APUA10474714,1980,M04,1.238
APUA10474714,1980,M05,1.248
APUA10474714,1980,M06,1.273
APUA10474714,1980,M07,1.276
APUA10474714,1980,M08,1.274
APUA10474714,1980,M09,1.262
APUA10474714,1980,M10,1.249
APUA10474714,1980,M11,1.255
APUA10474714,1980,M12,1.275
APUA10474714,1981,M01,1.316
APUA10474714,1981,M02,1.408
APUA10474714,1981,M03,1.435
APUA10474714,1981,M04,1.427
APUA10474714,1981,M05,1.412
APUA10474714,1981,M06,1.399
APUA10474714,1981,M07,1.413
APUA10474714,1981,M08,1.421
APUA10474714,1981,M09,1.420
APUA10474714,1981,M10,1.422
APUA10474714,1981,M11,1.420
APUA10474714,1981,M12,1.419
APUA10474714,1982,M01,1.403
APUA10474714,1982,M02,1.388
APUA10474714,1982,M03,1.342
APUA10474714,1982,M04,1.258
APUA10474714,1982,M05,1.243
APUA10474714,1982,M06,1.280
APUA10474714,1982,M07,1.308
APUA10474714,1982,M08,1.306
APUA10474714,1982,M09,1.303
APUA10474714,1982,M10,1.301
APUA10474714,1982,M11,1.264
APUA10474714,1982,M12,1.251
APUA10474714,1983,M01,1.224
APUA10474714,1983,M02,1.189
APUA10474714,1983,M03,1.152
APUA10474714,1983,M04,1.185
APUA10474714,1983,M05,1.218
APUA10474714,1983,M06,1.231
APUA10474714,1983,M07,1.242
APUA10474714,1983,M08,1.267
APUA10474714,1983,M09,1.280
APUA10474714,1983,M10,1.277
APUA10474714,1983,M11,1.273
APUA10474714,1983,M12,1.260
APUA10474714,1984,M01,1.252
APUA10474714,1984,M02,1.239
APUA10474714,1984,M03,1.235
APUA10474714,1984,M04,1.243
APUA10474714,1984,M05,1.256
APUA10474714,1984,M06,1.254
APUA10474714,1984,M07,1.246
APUA10474714,1984,M08,1.234
APUA10474714,1984,M09,1.232
APUA10474714,1984,M10,1.222
APUA10474714,1984,M11,1.226
APUA10474714,1984,M12,1.220
APUA10474714,1985,M01,1.173
APUA10474714,1985,M02,1.167
APUA10474714,1985,M03,1.178
APUA10474714,1985,M04,1.203
APUA10474714,1985,M05,1.226
APUA10474714,1985,M06,1.246
APUA10474714,1985,M07,1.244
APUA10474714,1985,M08,1.244
APUA10474714,1985,M09,1.238
APUA10474714,1985,M10,1.227
APUA10474714,1985,M11,1.202
APUA10474714,1985,M12,1.204
APUA10474714,1986,M01,1.200
APUA10474714,1986,M02,1.133
APUA10474714,1986,M03,0.972
APUA10474714,1986,M04,0.826
APUA10474714,1986,M05,0.863
APUA10474714,1986,M06,0.913
APUA10474714,1986,M07,0.826
APUA10474714,1986,M08,0.759
APUA10474714,1986,M09,0.796
APUA10474714,1986,M10,0.767
APUA10474714,1986,M11,0.769
APUA10474714,1986,M12,0.773
APUA10474714,1987,M01,0.816
APUA10474714,1987,M02,0.858
APUA10474714,1987,M03,0.857
APUA10474714,1987,M04,0.882
APUA10474714,1987,M05,0.871
APUA10474714,1987,M06,0.897
APUA10474714,1987,M07,0.922
APUA10474714,1987,M08,0.943
APUA10474714,1987,M09,0.940
APUA10474714,1987,M10,0.931
APUA10474714,1987,M11,0.940
APUA10474714,1987,M12,0.925
APUA10474714,1988,M01,0.895
APUA10474714,1988,M02,0.863
APUA10474714,1988,M03,0.831
APUA10474714,1988,M04,0.843
APUA10474714,1988,M05,0.877
APUA10474714,1988,M06,0.889
APUA10474714,1988,M07,0.895
APUA10474714,1988,M08,0.913
APUA10474714,1988,M09,0.895
APUA10474714,1988,M10,0.882
APUA10474714,1988,M11,0.895
APUA10474714,1988,M12,0.902
APUA10474714,1989,M01,0.900
APUA10474714,1989,M02,0.898
APUA10474714,1989,M03,0.890
APUA10474714,1989,M04,1.007
APUA10474714,1989,M05,1.069
APUA10474714,1989,M06,1.079
APUA10474714,1989,M07,1.037
APUA10474714,1989,M08,0.985
APUA10474714,1989,M09,0.952
APUA10474714,1989,M10,0.946
APUA10474714,1989,M11,0.920
APUA10474714,1989,M12,0.917
APUA10474714,1990,M01,0.994
APUA10474714,1990,M02,0.997
APUA10474714,1990,M03,0.975
APUA10474714,1990,M04,0.982
APUA10474714,1990,M05,1.001
APUA10474714,1990,M06,1.037
APUA10474714,1990,M07,1.028
APUA10474714,1990,M08,1.135
APUA10474714,1990,M09,1.242
APUA10474714,1990,M10,1.329
APUA10474714,1990,M11,1.356
APUA10474714,1990,M12,1.346
APUA10474714,1991,M01,1.213
APUA10474714,1991,M02,1.096
APUA10474714,1991,M03,1.058
APUA10474714,1991,M04,1.078
APUA10474714,1991,M05,1.108
APUA10474714,1991,M06,1.136
APUA10474714,1991,M07,1.122
APUA10474714,1991,M08,1.109
APUA10474714,1991,M09,1.163
APUA10474714,1991,M10,1.131
APUA10474714,1991,M11,1.134
APUA10474714,1991,M12,1.126
APUA10474714,1992,M01,1.057
APUA10474714,1992,M02,1.018
APUA10474714,1992,M03,1.019
APUA10474714,1992,M04,1.041
APUA10474714,1992,M05,1.091
APUA10474714,1992,M06,1.144
APUA10474714,1992,M07,1.150
APUA10474714,1992,M08,1.145
APUA10474714,1992,M09,1.144
APUA10474714,1992,M10,1.134
APUA10474714,1992,M11,1.128
APUA10474714,1992,M12,1.108
APUA10474714,1993,M01,1.085
APUA10474714,1993,M02,1.068
APUA10474714,1993,M03,1.046
APUA10474714,1993,M04,1.065
APUA10474714,1993,M05,1.091
APUA10474714,1993,M06,1.112
APUA10474714,1993,M07,1.098
APUA10474714,1993,M08,1.075
APUA10474714,1993,M09,1.066
APUA10474714,1993,M10,1.095
APUA10474714,1993,M11,1.085
APUA10474714,1993,M12,1.041
APUA10474714,1994,M01,1.009
APUA10474714,1994,M02,1.038
APUA10474714,1994,M03,1.034
APUA10474714,1994,M04,1.059
APUA10474714,1994,M05,1.074
APUA10474714,1994,M06,1.111
APUA10474714,1994,M07,1.147
APUA10474714,1994,M08,1.197
APUA10474714,1994,M09,1.169
APUA10474714,1994,M10,1.146
APUA10474714,1994,M11,1.165
APUA10474714,1994,M12,1.161
APUA10474714,1995,M01,1.139
APUA10474714,1995,M02,1.123
APUA10474714,1995,M03,1.112
APUA10474714,1995,M04,1.139
APUA10474714,1995,M05,1.235
APUA10474714,1995,M06,1.268
APUA10474714,1995,M07,1.236
APUA10474714,1995,M08,1.211
APUA10474714,1995,M09,1.206
APUA10474714,1995,M10,1.184
APUA10474714,1995,M11,1.150
APUA10474714,1995,M12,1.152
APUA10474714,1996,M01,1.153
APUA10474714,1996,M02,1.147
APUA10474714,1996,M03,1.169
APUA10474714,1996,M04,1.248
APUA10474714,1996,M05,1.302
APUA10474714,1996,M06,1.291
APUA10474714,1996,M07,1.268
APUA10474714,1996,M08,1.244
APUA10474714,1996,M09,1.237
APUA10474714,1996,M10,1.241
APUA10474714,1996,M11,1.241
APUA10474714,1996,M12,1.285
APUA10474714,1997,M01,1.287
APUA10474714,1997,M02,1.276
APUA10474714,1997,M03,1.249
APUA10474714,1997,M04,1.221
APUA10474714,1997,M05,1.232
APUA10474714,1997,M06,1.242
APUA10474714,1997,M07,1.206
APUA10474714,1997,M08,1.246
APUA10474714,1997,M09,1.286
APUA10474714,1997,M10,1.255
APUA10474714,1997,M11,1.208
APUA10474714,1997,M12,1.168
APUA10474715,1993,M12,1.167
APUA10474715,1994,M01,1.135
APUA10474715,1994,M02,1.165
APUA10474715,1994,M03,1.159
APUA10474715,1994,M04,1.179
APUA10474715,1994,M05,1.194
APUA10474715,1994,M06,1.214
APUA10474715,1994,M07,1.255
APUA10474715,1994,M08,1.304
APUA10474715,1994,M09,1.297
APUA10474715,1994,M10,1.256
APUA10474715,1994,M11,1.284
APUA10474715,1994,M12,1.278
APUA10474715,1995,M01,1.260
APUA10474715,1995,M02,1.242
APUA10474715,1995,M03,1.230
APUA10474715,1995,M04,1.250
APUA10474715,1995,M05,1.332
APUA10474715,1995,M06,1.371
APUA10474715,1995,M07,1.341
APUA10474715,1995,M08,1.313
APUA10474715,1995,M09,1.312
APUA10474715,1995,M10,1.292
APUA10474715,1995,M11,1.258
APUA10474715,1995,M12,1.257
APUA10474715,1996,M01,1.263
APUA10474715,1996,M02,1.255
APUA10474715,1996,M03,1.278
APUA10474715,1996,M04,1.344
APUA10474715,1996,M05,1.397
APUA10474715,1996,M06,1.389
APUA10474715,1996,M07,1.368
APUA10474715,1996,M08,1.340
APUA10474715,1996,M09,1.328
APUA10474715,1996,M10,1.334
APUA10474715,1996,M11,1.320
APUA10474715,1996,M12,1.370
APUA10474715,1997,M01,1.385
APUA10474715,1997,M02,1.377
APUA10474715,1997,M03,1.350
APUA10474715,1997,M04,1.323
APUA10474715,1997,M05,1.336
APUA10474715,1997,M06,1.339
APUA10474715,1997,M07,1.310
APUA10474715,1997,M08,1.340
APUA10474715,1997,M09,1.386
APUA10474715,1997,M10,1.364
APUA10474715,1997,M11,1.315
APUA10474715,1997,M12,1.280
APUA10474716,1981,M09,1.494
APUA10474716,1981,M10,1.493
APUA10474716,1981,M11,1.494
APUA10474716,1981,M12,1.487
APUA10474716,1982,M01,1.487
APUA10474716,1982,M02,1.465
APUA10474716,1982,M03,1.429
APUA10474716,1982,M04,1.369
APUA10474716,1982,M05,1.354
APUA10474716,1982,M06,1.389
APUA10474716,1982,M07,1.413
APUA10474716,1982,M08,1.406
APUA10474716,1982,M09,1.405
APUA10474716,1982,M10,1.401
APUA10474716,1982,M11,1.375
APUA10474716,1982,M12,1.360
APUA10474716,1983,M01,1.344
APUA10474716,1983,M02,1.313
APUA10474716,1983,M03,1.272
APUA10474716,1983,M04,1.305
APUA10474716,1983,M05,1.336
APUA10474716,1983,M06,1.341
APUA10474716,1983,M07,1.356
APUA10474716,1983,M08,1.387
APUA10474716,1983,M09,1.393
APUA10474716,1983,M10,1.394
APUA10474716,1983,M11,1.394
APUA10474716,1983,M12,1.382
APUA10474716,1984,M01,1.378
APUA10474716,1984,M02,1.369
APUA10474716,1984,M03,1.367
APUA10474716,1984,M04,1.376
APUA10474716,1984,M05,1.378
APUA10474716,1984,M06,1.383
APUA10474716,1984,M07,1.379
APUA10474716,1984,M08,1.367
APUA10474716,1984,M09,1.364
APUA10474716,1984,M10,1.370
APUA10474716,1984,M11,1.358
APUA10474716,1984,M12,1.355
APUA10474716,1985,M01,1.331
APUA10474716,1985,M02,1.327
APUA10474716,1985,M03,1.341
APUA10474716,1985,M04,1.362
APUA10474716,1985,M05,1.384
APUA10474716,1985,M06,1.403
APUA10474716,1985,M07,1.404
APUA10474716,1985,M08,1.406
APUA10474716,1985,M09,1.406
APUA10474716,1985,M10,1.397
APUA10474716,1985,M11,1.351
APUA10474716,1985,M12,1.359
APUA10474716,1986,M01,1.349
APUA10474716,1986,M02,1.303
APUA10474716,1986,M03,1.142
APUA10474716,1986,M04,0.995
APUA10474716,1986,M05,1.023
APUA10474716,1986,M06,1.073
APUA10474716,1986,M07,1.002
APUA10474716,1986,M08,0.934
APUA10474716,1986,M09,0.978
APUA10474716,1986,M10,0.959
APUA10474716,1986,M11,0.958
APUA10474716,1986,M12,0.956
APUA10474716,1987,M01,1.010
APUA10474716,1987,M02,1.036
APUA10474716,1987,M03,1.049
APUA10474716,1987,M04,1.054
APUA10474716,1987,M05,1.062
APUA10474716,1987,M06,1.073
APUA10474716,1987,M07,1.095
APUA10474716,1987,M08,1.116
APUA10474716,1987,M09,1.107
APUA10474716,1987,M10,1.102
APUA10474716,1987,M11,1.119
APUA10474716,1987,M12,1.109
APUA10474716,1988,M01,1.069
APUA10474716,1988,M02,1.041
APUA10474716,1988,M03,1.016
APUA10474716,1988,M04,1.034
APUA10474716,1988,M05,1.066
APUA10474716,1988,M06,1.084
APUA10474716,1988,M07,1.084
APUA10474716,1988,M08,1.089
APUA10474716,1988,M09,1.076
APUA10474716,1988,M10,1.062
APUA10474716,1988,M11,1.082
APUA10474716,1988,M12,1.080
APUA10474716,1989,M01,1.096
APUA10474716,1989,M02,1.086
APUA10474716,1989,M03,1.091
APUA10474716,1989,M04,1.193
APUA10474716,1989,M05,1.254
APUA10474716,1989,M06,1.264
APUA10474716,1989,M07,1.204
APUA10474716,1989,M08,1.179
APUA10474716,1989,M09,1.116
APUA10474716,1989,M10,1.135
APUA10474716,1989,M11,1.106
APUA10474716,1989,M12,1.107
APUA10474716,1990,M01,1.183
APUA10474716,1990,M02,1.189
APUA10474716,1990,M03,1.178
APUA10474716,1990,M04,1.178
APUA10474716,1990,M05,1.196
APUA10474716,1990,M06,1.218
APUA10474716,1990,M07,1.221
APUA10474716,1990,M08,1.317
