series_id,year,period,value
APUA20874716,1985,M10,1.367
APUA20874716,1985,M11,1.382
APUA20874716,1985,M12,1.406
APUA20874716,1986,M01,1.388
APUA20874716,1986,M02,1.217
APUA20874716,1986,M03,1.044
APUA20874716,1986,M04,1.002
APUA20874716,1986,M05,1.055
APUA20874716,1986,M06,1.069
APUA20874716,1986,M07,0.983
APUA20874716,1986,M08,1.004
APUA20874716,1986,M09,0.966
APUA20874716,1986,M10,0.943
APUA20874716,1986,M11,0.962
APUA20874716,1986,M12,0.948
APUA20874716,1987,M01,0.987
APUA20874716,1987,M02,1.030
APUA20874716,1987,M03,1.037
APUA20874716,1987,M04,1.062
APUA20874716,1987,M05,1.068
APUA20874716,1987,M06,1.093
APUA20874716,1987,M07,1.146
APUA20874716,1987,M08,1.184
APUA20874716,1987,M09,1.162
APUA20874716,1987,M10,1.131
APUA20874716,1987,M11,1.146
APUA20874716,1987,M12,1.113
APUA20874716,1988,M01,1.073
APUA20874716,1988,M02,1.051
APUA20874716,1988,M03,1.035
APUA20874716,1988,M04,1.099
APUA20874716,1988,M05,1.133
APUA20874716,1988,M06,1.134
APUA20874716,1988,M07,1.136
APUA20874716,1988,M08,1.181
APUA20874716,1988,M09,1.135
APUA20874716,1988,M10,1.114
APUA20874716,1988,M11,1.148
APUA20874716,1988,M12,1.123
APUA20874716,1989,M01,1.117
APUA20874716,1989,M02,1.113
APUA20874716,1989,M03,1.117
APUA20874716,1989,M04,1.229
APUA20874716,1989,M05,1.245
APUA20874716,1989,M06,1.220
APUA20874716,1989,M07,1.187
APUA20874716,1989,M08,1.127
APUA20874716,1989,M09,1.137
APUA20874716,1989,M10,1.134
APUA20874716,1989,M11,1.105
APUA20874716,1989,M12,1.110
APUA20874716,1990,M01,1.194
APUA20874716,1990,M02,1.139
APUA20874716,1990,M03,1.128
APUA20874716,1990,M04,1.216
APUA20874716,1990,M05,1.226
APUA20874716,1990,M06,1.235
APUA20874716,1990,M07,1.189
APUA20874716,1990,M08,1.380
APUA20874716,1990,M09,1.473
APUA20874716,1990,M10,1.533
APUA20874716,1990,M11,1.502
APUA20874716,1990,M12,1.393
APUA20874716,1991,M01,1.335
APUA20874716,1991,M02,1.199
APUA20874716,1991,M03,1.194
APUA20874716,1991,M04,1.256
APUA20874716,1991,M05,1.300
APUA20874716,1991,M06,1.267
APUA20874716,1991,M07,1.223
APUA20874716,1991,M08,1.265
APUA20874716,1991,M09,1.242
APUA20874716,1991,M10,1.218
APUA20874716,1991,M11,1.246
APUA20874716,1991,M12,1.255
APUA20874716,1992,M01,1.171
APUA20874716,1992,M02,1.148
APUA20874716,1992,M03,1.153
APUA20874716,1992,M04,1.212
APUA20874716,1992,M05,1.273
APUA20874716,1992,M06,1.290
APUA20874716,1992,M07,1.219
APUA20874716,1992,M08,1.205
APUA20874716,1992,M09,1.248
APUA20874716,1992,M10,1.248
APUA20874716,1992,M11,1.234
APUA20874716,1992,M12,1.164
APUA20874716,1993,M01,1.167
APUA20874716,1993,M02,1.191
APUA20874716,1993,M03,1.170
APUA20874716,1993,M04,1.238
APUA20874716,1993,M05,1.275
APUA20874716,1993,M06,1.255
APUA20874716,1993,M07,1.176
APUA20874716,1993,M08,1.179
APUA20874716,1993,M09,1.163
APUA20874716,1993,M10,1.236
APUA20874716,1993,M11,1.175
APUA20874716,1993,M12,1.128
APUA20874716,1994,M01,1.120
APUA20874716,1994,M02,1.147
APUA20874716,1994,M03,1.135
APUA20874716,1994,M04,1.174
APUA20874716,1994,M05,1.199
APUA20874716,1994,M06,1.246
APUA20874716,1994,M07,1.284
APUA20874716,1994,M08,1.342
APUA20874716,1994,M09,1.280
APUA20874716,1994,M10,1.207
APUA20874716,1994,M11,1.243
APUA20874716,1994,M12,1.186
APUA20874716,1995,M01,1.176
APUA20874716,1995,M02,1.194
APUA20874716,1995,M03,1.169
APUA20874716,1995,M04,1.266
APUA20874716,1995,M05,1.347
APUA20874716,1995,M06,1.368
APUA20874716,1995,M07,1.314
APUA20874716,1995,M08,1.245
APUA20874716,1995,M09,1.245
APUA20874716,1995,M10,1.239
APUA20874716,1995,M11,1.221
APUA20874716,1995,M12,1.251
APUA20874716,1996,M01,1.287
APUA20874716,1996,M02,1.284
APUA20874716,1996,M03,1.349
APUA20874716,1996,M04,1.396
APUA20874716,1996,M05,1.454
APUA20874716,1996,M06,1.444
APUA20874716,1996,M07,1.405
APUA20874716,1996,M08,1.348
APUA20874716,1996,M09,1.365
APUA20874716,1996,M10,1.382
APUA20874716,1996,M11,1.468
APUA20874716,1996,M12,1.471
APUA20874716,1997,M01,1.446
APUA20874716,1997,M02,1.396
APUA20874716,1997,M03,1.333
APUA20874716,1997,M04,1.320
APUA20874716,1997,M05,1.363
APUA20874716,1997,M06,1.424
APUA20874716,1997,M07,1.390
APUA20874716,1997,M08,1.476
APUA20874716,1997,M09,1.449
APUA20874716,1997,M10,1.377
APUA20874716,1997,M11,1.333
APUA20874716,1997,M12,1.286
APUA20874716,1998,M01,1.201
APUA20874716,1998,M02,1.241
APUA20874716,1998,M03,1.245
APUA20874716,1998,M04,1.257
APUA20874716,1998,M05,1.309
APUA20874716,1998,M06,1.313
APUA20874716,1998,M07,1.315
APUA20874716,1998,M08,1.260
APUA20874716,1998,M09,1.237
APUA20874716,1998,M10,1.235
APUA20874716,1998,M11,1.215
APUA20874716,1998,M12,1.144
APUA20874716,1999,M01,1.118
APUA20874716,1999,M02,1.118
APUA20874716,1999,M03,1.189
APUA20874716,1999,M04,1.309
APUA20874716,1999,M05,1.350
APUA20874716,1999,M06,1.340
APUA20874716,1999,M07,1.372
APUA20874716,1999,M08,1.418
APUA20874716,1999,M09,1.468
APUA20874716,1999,M10,1.430
APUA20874716,1999,M11,1.450
APUA20874716,1999,M12,1.485
APUA20874716,2000,M01,1.523
APUA20874716,2000,M02,1.605
APUA20874716,2000,M03,1.728
APUA20874716,2000,M04,1.566
APUA20874716,2000,M05,1.634
APUA20874716,2000,M06,2.142
APUA20874716,2000,M07,1.941
APUA20874716,2000,M08,1.564
APUA20874716,2000,M09,1.797
APUA20874716,2000,M10,1.750
APUA20874716,2000,M11,1.718
APUA20874716,2000,M12,1.670
APUA20874716,2001,M01,1.708
APUA20874716,2001,M02,1.652
APUA20874716,2001,M03,1.552
APUA20874716,2001,M04,1.804
APUA20874716,2001,M05,2.053
APUA20874716,2001,M06,1.909
APUA20874716,2001,M07,1.551
APUA20874716,2001,M08,1.650
APUA20874716,2001,M09,1.852
APUA20874716,2001,M10,1.427
APUA20874716,2001,M11,1.368
APUA20874716,2001,M12,1.301
APUA20874716,2002,M01,1.343
APUA20874716,2002,M02,1.323
APUA20874716,2002,M03,1.430
APUA20874716,2002,M04,1.601
APUA20874716,2002,M05,1.577
APUA20874716,2002,M06,1.613
APUA20874716,2002,M07,1.657
APUA20874716,2002,M08,1.604
APUA20874716,2002,M09,1.601
APUA20874716,2002,M10,1.678
APUA20874716,2002,M11,1.667
APUA20874716,2002,M12,1.525
APUA20874716,2003,M01,1.652
APUA20874716,2003,M02,1.851
APUA20874716,2003,M03,1.900
APUA20874716,2003,M04,1.730
APUA20874716,2003,M05,1.651
APUA20874716,2003,M06,1.766
APUA20874716,2003,M07,1.717
APUA20874716,2003,M08,1.830
APUA20874716,2003,M09,1.905
APUA20874716,2003,M10,1.766
APUA20874716,2003,M11,1.667
APUA20874716,2003,M12,1.611
APUA20874716,2004,M01,1.773
APUA20874716,2004,M02,1.844
APUA20874716,2004,M03,1.896
APUA20874716,2004,M04,1.963
APUA20874716,2004,M05,2.207
APUA20874716,2004,M06,2.161
APUA20874716,2004,M07,2.099
APUA20874716,2004,M08,2.090
APUA20874716,2004,M09,2.024
APUA20874716,2004,M10,2.200
APUA20874716,2004,M11,2.113
APUA20874716,2004,M12,1.984
APUA20874716,2005,M01,2.001
APUA20874716,2005,M02,2.115
APUA20874716,2005,M03,2.235
APUA20874716,2005,M04,2.414
APUA20874716,2005,M05,2.311
APUA20874716,2005,M06,2.342
APUA20874716,2005,M07,2.475
APUA20874716,2005,M08,2.669
APUA20874716,2005,M09,3.017
APUA20874716,2005,M10,2.833
APUA20874716,2005,M11,2.500
APUA20874716,2005,M12,2.465
APUA20874716,2006,M01,2.611
APUA20874716,2006,M02,2.568
APUA20874716,2006,M03,2.791
APUA20874716,2006,M04,3.073
APUA20874716,2006,M05,3.118
APUA20874716,2006,M06,3.079
APUA20874716,2006,M07,3.244
APUA20874716,2006,M08,3.195
APUA20874716,2006,M09,2.552
APUA20874716,2006,M10,2.398
APUA20874716,2006,M11,2.508
APUA20874716,2006,M12,2.512
APUA20874716,2007,M01,2.304
APUA20874716,2007,M02,2.556
APUA20874716,2007,M03,2.778
APUA20874716,2007,M04,3.076
APUA20874716,2007,M05,3.599
APUA20874716,2007,M06,3.451
APUA20874716,2007,M07,3.376
APUA20874716,2007,M08,3.193
APUA20874716,2007,M09,3.292
APUA20874716,2007,M10,3.177
APUA20874716,2007,M11,3.417
APUA20874716,2007,M12,3.260
APUA20874716,2008,M01,3.279
APUA20874716,2008,M02,3.322
APUA20874716,2008,M03,3.524
APUA20874716,2008,M04,3.746
APUA20874716,2008,M05,4.166
APUA20874716,2008,M06,4.347
APUA20874716,2008,M07,4.337
APUA20874716,2008,M08,4.051
APUA20874716,2008,M09,4.051
APUA20874716,2008,M10,3.151
APUA20874716,2008,M11,2.235
APUA20874716,2008,M12,1.934
APUA20874716,2009,M01,2.215
APUA20874716,2009,M02,2.192
APUA20874716,2009,M03,2.213
APUA20874716,2009,M04,2.333
APUA20874716,2009,M05,2.688
APUA20874716,2009,M06,3.104
APUA20874716,2009,M07,2.788
APUA20874716,2009,M08,2.900
APUA20874716,2009,M09,2.752
APUA20874716,2009,M10,2.798
APUA20874716,2009,M11,2.826
APUA20874716,2009,M12,2.746
APUA20874716,2010,M01,2.938
APUA20874716,2010,M02,2.729
APUA20874716,2010,M03,2.918
APUA20874716,2010,M04,3.040
APUA20874716,2010,M05,3.037
APUA20874716,2010,M06,2.928
APUA20874716,2010,M07,2.977
APUA20874716,2010,M08,2.982
APUA20874716,2010,M09,3.004
APUA20874716,2010,M10,3.020
APUA20874716,2010,M11,3.116
APUA20874716,2010,M12,3.173
APUA20874716,2011,M01,3.303
APUA20874716,2011,M02,3.360
APUA20874716,2011,M03,3.688
APUA20874716,2011,M04,4.024
APUA20874716,2011,M05,4.300
APUA20874716,2011,M06,4.094
APUA20874716,2011,M07,3.983
APUA20874716,2011,M08,3.916
APUA20874716,2011,M09,4.005
APUA20874716,2011,M10,3.597
APUA20874716,2011,M11,3.597
APUA20874716,2011,M12,3.501
APUA20874716,2012,M01,3.647
APUA20874716,2012,M02,3.660
APUA20874716,2012,M03,4.094
APUA20874716,2012,M04,4.109
APUA20874716,2012,M05,3.989
APUA20874716,2012,M06,3.932
APUA20874716,2012,M07,3.764
APUA20874716,2012,M08,4.186
APUA20874716,2012,M09,4.272
APUA20874716,2012,M10,4.007
APUA20874716,2012,M11,3.721
APUA20874716,2012,M12,3.597
APUA20874716,2013,M01,3.530
APUA20874716,2013,M02,3.961
APUA20874716,2013,M03,3.985
APUA20874716,2013,M04,3.869
APUA20874716,2013,M05,4.027
APUA20874716,2013,M06,4.204
APUA20874716,2013,M07,3.897
APUA20874716,2013,M08,3.825
APUA20874716,2013,M09,3.862
APUA20874716,2013,M10,3.609
APUA20874716,2013,M11,3.635
APUA20874716,2013,M12,3.562
APUA20874716,2014,M01,3.642
APUA20874716,2014,M02,3.733
APUA20874716,2014,M03,4.039
APUA20874716,2014,M04,4.084
APUA20874716,2014,M05,4.097
APUA20874716,2014,M06,4.277
APUA20874716,2014,M07,4.108
APUA20874716,2014,M08,3.888
APUA20874716,2014,M09,3.866
APUA20874716,2014,M10,3.570
APUA20874716,2014,M11,3.329
APUA20874716,2014,M12,2.938
APUA20874716,2015,M01,2.330
APUA20874716,2015,M02,2.659
APUA20874716,2015,M03,2.757
APUA20874716,2015,M04,2.833
APUA20874716,2015,M05,3.011
APUA20874716,2015,M06,3.265
APUA20874716,2015,M07,3.353
APUA20874716,2015,M08,3.307
APUA20874716,2015,M09,2.960
APUA20874716,2015,M10,3.050
APUA20874716,2015,M11,2.887
APUA20874716,2015,M12,2.527
APUA20874716,2016,M01,2.447
APUA20874716,2016,M02,2.252
APUA20874716,2016,M03,2.530
APUA20874716,2016,M04,2.724
APUA20874716,2016,M05,2.913
APUA20874716,2016,M06,3.231
APUA20874716,2016,M07,2.984
APUA20874716,2016,M08,2.951
APUA20874716,2016,M09,3.002
APUA20874716,2016,M10,2.968
APUA20874716,2016,M11,2.811
APUA20874716,2016,M12,2.979
APUA20874716,2017,M01,3.093
APUA20874716,2017,M02,2.988
APUA20874716,2017,M03,3.062
APUA20874716,2017,M04,3.197
APUA20874716,2017,M05,3.106
APUA20874716,2017,M06,3.117
APUA20874716,2017,M07,3.116
APUA20874716,2017,M08,3.160
APUA20874716,2017,M09,3.251
APUA2087471A,1978,M01,0.649
APUA2087471A,1978,M02,0.650
APUA2087471A,1978,M03,0.648
APUA2087471A,1978,M04,0.649
APUA2087471A,1978,M05,0.652
APUA2087471A,1978,M06,0.656
APUA2087471A,1978,M07,0.667
APUA2087471A,1978,M08,0.673
APUA2087471A,1978,M09,0.681
APUA2087471A,1978,M10,0.686
APUA2087471A,1978,M11,0.695
APUA2087471A,1978,M12,0.702
APUA2087471A,1979,M01,0.734
APUA2087471A,1979,M02,0.752
APUA2087471A,1979,M03,0.769
APUA2087471A,1979,M04,0.812
APUA2087471A,1979,M05,0.841
APUA2087471A,1979,M06,0.899
APUA2087471A,1979,M07,0.943
APUA2087471A,1979,M08,0.992
APUA2087471A,1979,M09,1.033
APUA2087471A,1979,M10,1.048
APUA2087471A,1979,M11,1.054
APUA2087471A,1979,M12,1.086
APUA2087471A,1980,M01,1.154
APUA2087471A,1980,M02,1.231
APUA2087471A,1980,M03,1.266
APUA2087471A,1980,M04,1.277
APUA2087471A,1980,M05,1.281
APUA2087471A,1980,M06,1.286
APUA2087471A,1980,M07,1.277
APUA2087471A,1980,M08,1.281
APUA2087471A,1980,M09,1.276
APUA2087471A,1980,M10,1.266
APUA2087471A,1980,M11,1.281
APUA2087471A,1980,M12,1.278
APUA2087471A,1981,M01,1.332
APUA2087471A,1981,M02,1.404
APUA2087471A,1981,M03,1.421
APUA2087471A,1981,M04,1.403
APUA2087471A,1981,M05,1.391
APUA2087471A,1981,M06,1.380
APUA2087471A,1981,M07,1.363
APUA2087471A,1981,M08,1.366
APUA2087471A,1981,M09,1.368
APUA2087471A,1981,M10,1.364
APUA2087471A,1981,M11,1.365
APUA2087471A,1981,M12,1.357
APUA2087471A,1982,M01,1.336
APUA2087471A,1982,M02,1.323
APUA2087471A,1982,M03,1.267
APUA2087471A,1982,M04,1.207
APUA2087471A,1982,M05,1.247
APUA2087471A,1982,M06,1.332
APUA2087471A,1982,M07,1.347
APUA2087471A,1982,M08,1.337
APUA2087471A,1982,M09,1.304
APUA2087471A,1982,M10,1.297
APUA2087471A,1982,M11,1.286
APUA2087471A,1982,M12,1.272
APUA2087471A,1983,M01,1.238
APUA2087471A,1983,M02,1.202
APUA2087471A,1983,M03,1.179
APUA2087471A,1983,M04,1.252
APUA2087471A,1983,M05,1.292
APUA2087471A,1983,M06,1.308
APUA2087471A,1983,M07,1.316
APUA2087471A,1983,M08,1.306
APUA2087471A,1983,M09,1.312
APUA2087471A,1983,M10,1.308
APUA2087471A,1983,M11,1.300
APUA2087471A,1983,M12,1.283
APUA2087471A,1984,M01,1.270
APUA2087471A,1984,M02,1.284
APUA2087471A,1984,M03,1.285
APUA2087471A,1984,M04,1.297
APUA2087471A,1984,M05,1.312
APUA2087471A,1984,M06,1.288
APUA2087471A,1984,M07,1.259
APUA2087471A,1984,M08,1.251
APUA2087471A,1984,M09,1.279
APUA2087471A,1984,M10,1.291
APUA2087471A,1984,M11,1.284
APUA2087471A,1984,M12,1.263
APUA2087471A,1985,M01,1.170
APUA2087471A,1985,M02,1.183
APUA2087471A,1985,M03,1.223
APUA2087471A,1985,M04,1.252
APUA2087471A,1985,M05,1.267
APUA2087471A,1985,M06,1.283
APUA2087471A,1985,M07,1.300
APUA2087471A,1985,M08,1.292
APUA2087471A,1985,M09,1.270
APUA2087471A,1985,M10,1.244
APUA2087471A,1985,M11,1.255
APUA2087471A,1985,M12,1.277
APUA2087471A,1986,M01,1.255
APUA2087471A,1986,M02,1.095
APUA2087471A,1986,M03,0.904
APUA2087471A,1986,M04,0.837
APUA2087471A,1986,M05,0.945
APUA2087471A,1986,M06,0.961
APUA2087471A,1986,M07,0.876
APUA2087471A,1986,M08,0.861
APUA2087471A,1986,M09,0.851
APUA2087471A,1986,M10,0.816
APUA2087471A,1986,M11,0.849
APUA2087471A,1986,M12,0.833
APUA2087471A,1987,M01,0.888
APUA2087471A,1987,M02,0.891
APUA2087471A,1987,M03,0.895
APUA2087471A,1987,M04,0.928
APUA2087471A,1987,M05,0.945
APUA2087471A,1987,M06,0.963
APUA2087471A,1987,M07,1.004
APUA2087471A,1987,M08,1.037
APUA2087471A,1987,M09,1.024
APUA2087471A,1987,M10,1.002
APUA2087471A,1987,M11,1.005
APUA2087471A,1987,M12,0.980
APUA2087471A,1988,M01,0.944
APUA2087471A,1988,M02,0.914
APUA2087471A,1988,M03,0.898
APUA2087471A,1988,M04,0.954
APUA2087471A,1988,M05,0.987
APUA2087471A,1988,M06,0.975
APUA2087471A,1988,M07,0.987
APUA2087471A,1988,M08,1.030
APUA2087471A,1988,M09,0.999
APUA2087471A,1988,M10,0.957
APUA2087471A,1988,M11,0.990
APUA2087471A,1988,M12,0.963
APUA2087471A,1989,M01,0.950
APUA2087471A,1989,M02,0.951
APUA2087471A,1989,M03,0.953
APUA2087471A,1989,M04,1.109
APUA2087471A,1989,M05,1.134
APUA2087471A,1989,M06,1.123
APUA2087471A,1989,M07,1.093
APUA2087471A,1989,M08,1.030
APUA2087471A,1989,M09,1.025
APUA2087471A,1989,M10,1.036
APUA2087471A,1989,M11,1.011
APUA2087471A,1989,M12,0.985
APUA2087471A,1990,M01,1.064
APUA2087471A,1990,M02,1.050
APUA2087471A,1990,M03,0.991
APUA2087471A,1990,M04,1.087
APUA2087471A,1990,M05,1.087
APUA2087471A,1990,M06,1.112
APUA2087471A,1990,M07,1.066
APUA2087471A,1990,M08,1.203
APUA2087471A,1990,M09,1.328
APUA2087471A,1990,M10,1.400
APUA2087471A,1990,M11,1.380
APUA2087471A,1990,M12,1.303
APUA2087471A,1991,M01,1.213
APUA2087471A,1991,M02,1.104
APUA2087471A,1991,M03,1.093
APUA2087471A,1991,M04,1.141
APUA2087471A,1991,M05,1.196
APUA2087471A,1991,M06,1.166
APUA2087471A,1991,M07,1.127
APUA2087471A,1991,M08,1.157
APUA2087471A,1991,M09,1.096
APUA2087471A,1991,M10,1.074
APUA2087471A,1991,M11,1.112
APUA2087471A,1991,M12,1.104
APUA2087471A,1992,M01,1.017
APUA2087471A,1992,M02,1.011
APUA2087471A,1992,M03,0.999
APUA2087471A,1992,M04,1.069
APUA2087471A,1992,M05,1.142
APUA2087471A,1992,M06,1.159
APUA2087471A,1992,M07,1.084
APUA2087471A,1992,M08,1.075
APUA2087471A,1992,M09,1.110
APUA2087471A,1992,M10,1.106
APUA2087471A,1992,M11,1.095
APUA2087471A,1992,M12,1.021
APUA2087471A,1993,M01,1.024
APUA2087471A,1993,M02,1.043
APUA2087471A,1993,M03,1.037
APUA2087471A,1993,M04,1.095
APUA2087471A,1993,M05,1.150
APUA2087471A,1993,M06,1.115
APUA2087471A,1993,M07,1.050
APUA2087471A,1993,M08,1.051
APUA2087471A,1993,M09,1.012
APUA2087471A,1993,M10,1.083
APUA2087471A,1993,M11,1.034
APUA2087471A,1993,M12,0.966
APUA2087471A,1994,M01,0.979
APUA2087471A,1994,M02,1.026
APUA2087471A,1994,M03,0.980
APUA2087471A,1994,M04,1.039
APUA2087471A,1994,M05,1.066
APUA2087471A,1994,M06,1.103
APUA2087471A,1994,M07,1.144
APUA2087471A,1994,M08,1.209
APUA2087471A,1994,M09,1.139
APUA2087471A,1994,M10,1.066
APUA2087471A,1994,M11,1.101
APUA2087471A,1994,M12,1.036
APUA2087471A,1995,M01,1.046
APUA2087471A,1995,M02,1.041
APUA2087471A,1995,M03,1.043
APUA2087471A,1995,M04,1.122
APUA2087471A,1995,M05,1.222
APUA2087471A,1995,M06,1.228
APUA2087471A,1995,M07,1.171
APUA2087471A,1995,M08,1.106
APUA2087471A,1995,M09,1.100
APUA2087471A,1995,M10,1.086
APUA2087471A,1995,M11,1.070
APUA2087471A,1995,M12,1.091
APUA2087471A,1996,M01,1.138
APUA2087471A,1996,M02,1.126
APUA2087471A,1996,M03,1.199
APUA2087471A,1996,M04,1.260
APUA2087471A,1996,M05,1.303
APUA2087471A,1996,M06,1.294
APUA2087471A,1996,M07,1.249
APUA2087471A,1996,M08,1.194
APUA2087471A,1996,M09,1.222
APUA2087471A,1996,M10,1.235
APUA2087471A,1996,M11,1.321
APUA2087471A,1996,M12,1.337
APUA2087471A,1997,M01,1.293
APUA2087471A,1997,M02,1.242
APUA2087471A,1997,M03,1.179
APUA2087471A,1997,M04,1.175
APUA2087471A,1997,M05,1.219
APUA2087471A,1997,M06,1.276
APUA2087471A,1997,M07,1.238
APUA2087471A,1997,M08,1.332
APUA2087471A,1997,M09,1.301
APUA2087471A,1997,M10,1.226
APUA2087471A,1997,M11,1.187
APUA2087471A,1997,M12,1.133
APUA2087471A,1998,M01,1.066
APUA2087471A,1998,M02,1.096
APUA2087471A,1998,M03,1.101
APUA2087471A,1998,M04,1.113
APUA2087471A,1998,M05,1.158
APUA2087471A,1998,M06,1.164
APUA2087471A,1998,M07,1.164
APUA2087471A,1998,M08,1.112
APUA2087471A,1998,M09,1.084
APUA2087471A,1998,M10,1.085
APUA2087471A,1998,M11,1.059
APUA2087471A,1998,M12,0.983
APUA2087471A,1999,M01,0.982
APUA2087471A,1999,M02,0.972
APUA2087471A,1999,M03,1.029
APUA2087471A,1999,M04,1.162
APUA2087471A,1999,M05,1.195
APUA2087471A,1999,M06,1.194
APUA2087471A,1999,M07,1.224
APUA2087471A,1999,M08,1.269
APUA2087471A,1999,M09,1.324
APUA2087471A,1999,M10,1.279
APUA2087471A,1999,M11,1.300
APUA2087471A,1999,M12,1.341
APUA2087471A,2000,M01,1.374
APUA2087471A,2000,M02,1.453
APUA2087471A,2000,M03,1.592
APUA2087471A,2000,M04,1.429
APUA2087471A,2000,M05,1.492
APUA2087471A,2000,M06,1.980
APUA2087471A,2000,M07,1.788
APUA2087471A,2000,M08,1.424
APUA2087471A,2000,M09,1.652
APUA2087471A,2000,M10,1.603
APUA2087471A,2000,M11,1.579
APUA2087471A,2000,M12,1.524
APUA2087471A,2001,M01,1.564
APUA2087471A,2001,M02,1.508
APUA2087471A,2001,M03,1.421
APUA2087471A,2001,M04,1.671
APUA2087471A,2001,M05,1.923
APUA2087471A,2001,M06,1.780
APUA2087471A,2001,M07,1.426
APUA2087471A,2001,M08,1.514
APUA2087471A,2001,M09,1.720
APUA2087471A,2001,M10,1.320
APUA2087471A,2001,M11,1.250
APUA2087471A,2001,M12,1.187
APUA2087471A,2002,M01,1.236
APUA2087471A,2002,M02,1.218
APUA2087471A,2002,M03,1.311
APUA2087471A,2002,M04,1.497
APUA2087471A,2002,M05,1.462
APUA2087471A,2002,M06,1.501
APUA2087471A,2002,M07,1.546
APUA2087471A,2002,M08,1.489
APUA2087471A,2002,M09,1.491
APUA2087471A,2002,M10,1.569
APUA2087471A,2002,M11,1.561
APUA2087471A,2002,M12,1.409
APUA2087471A,2003,M01,1.551
APUA2087471A,2003,M02,1.697
APUA2087471A,2003,M03,1.749
APUA2087471A,2003,M04,1.571
APUA2087471A,2003,M05,1.489
APUA2087471A,2003,M06,1.603
APUA2087471A,2003,M07,1.558
APUA2087471A,2003,M08,1.660
APUA2087471A,2003,M09,1.748
APUA2087471A,2003,M10,1.606
APUA2087471A,2003,M11,1.504
APUA2087471A,2003,M12,1.454
APUA2087471A,2004,M01,1.615
APUA2087471A,2004,M02,1.679
APUA2087471A,2004,M03,1.728
APUA2087471A,2004,M04,1.806
APUA2087471A,2004,M05,2.051
APUA2087471A,2004,M06,2.002
APUA2087471A,2004,M07,1.935
APUA2087471A,2004,M08,1.915
APUA2087471A,2004,M09,1.855
APUA2087471A,2004,M10,2.029
APUA2087471A,2004,M11,1.951
APUA2087471A,2004,M12,1.811
APUA2087471A,2005,M01,1.822
APUA2087471A,2005,M02,1.948
APUA2087471A,2005,M03,2.077
APUA2087471A,2005,M04,2.248
APUA2087471A,2005,M05,2.140
APUA2087471A,2005,M06,2.168
APUA2087471A,2005,M07,2.299
APUA2087471A,2005,M08,2.489
APUA2087471A,2005,M09,2.833
APUA2087471A,2005,M10,2.682
APUA2087471A,2005,M11,2.258
APUA2087471A,2005,M12,2.252
APUA2087471A,2006,M01,2.372
APUA2087471A,2006,M02,2.334
APUA2087471A,2006,M03,2.569
APUA2087471A,2006,M04,2.875
APUA2087471A,2006,M05,2.900
APUA2087471A,2006,M06,2.883
APUA2087471A,2006,M07,3.058
APUA2087471A,2006,M08,2.956
APUA2087471A,2006,M09,2.328
APUA2087471A,2006,M10,2.213
APUA2087471A,2006,M11,2.294
APUA2087471A,2006,M12,2.292
APUA2087471A,2007,M01,2.090
APUA2087471A,2007,M02,2.383
APUA2087471A,2007,M03,2.582
APUA2087471A,2007,M04,2.861
APUA2087471A,2007,M05,3.427
APUA2087471A,2007,M06,3.180
APUA2087471A,2007,M07,3.094
APUA2087471A,2007,M08,3.002
APUA2087471A,2007,M09,3.050
APUA2087471A,2007,M10,2.955
APUA2087471A,2007,M11,3.207
APUA2087471A,2007,M12,3.048
APUA2087471A,2008,M01,3.062
APUA2087471A,2008,M02,3.125
APUA2087471A,2008,M03,3.336
APUA2087471A,2008,M04,3.582
APUA2087471A,2008,M05,4.005
APUA2087471A,2008,M06,4.112
APUA2087471A,2008,M07,4.068
APUA2087471A,2008,M08,3.845
APUA2087471A,2008,M09,3.832
APUA2087471A,2008,M10,2.800
APUA2087471A,2008,M11,1.925
APUA2087471A,2008,M12,1.696
APUA2087471A,2009,M01,2.000
APUA2087471A,2009,M02,1.941
APUA2087471A,2009,M03,2.014
APUA2087471A,2009,M04,2.098
APUA2087471A,2009,M05,2.494
APUA2087471A,2009,M06,2.823
APUA2087471A,2009,M07,2.523
APUA2087471A,2009,M08,2.662
APUA2087471A,2009,M09,2.527
APUA2087471A,2009,M10,2.651
APUA2087471A,2009,M11,2.647
APUA2087471A,2009,M12,2.579
APUA2087471A,2010,M01,2.772
APUA2087471A,2010,M02,2.562
APUA2087471A,2010,M03,2.769
APUA2087471A,2010,M04,2.878
APUA2087471A,2010,M05,2.878
APUA2087471A,2010,M06,2.780
APUA2087471A,2010,M07,2.817
APUA2087471A,2010,M08,2.818
APUA2087471A,2010,M09,2.829
APUA2087471A,2010,M10,2.846
APUA2087471A,2010,M11,2.929
APUA2087471A,2010,M12,2.999
APUA2087471A,2011,M01,3.139
APUA2087471A,2011,M02,3.199
APUA2087471A,2011,M03,3.517
APUA2087471A,2011,M04,3.843
APUA2087471A,2011,M05,4.147
APUA2087471A,2011,M06,3.950
APUA2087471A,2011,M07,3.837
APUA2087471A,2011,M08,3.776
APUA2087471A,2011,M09,3.814
APUA2087471A,2011,M10,3.405
APUA2087471A,2011,M11,3.410
APUA2087471A,2011,M12,3.325
APUA2087471A,2012,M01,3.487
APUA2087471A,2012,M02,3.514
APUA2087471A,2012,M03,3.927
APUA2087471A,2012,M04,3.954
APUA2087471A,2012,M05,3.821
APUA2087471A,2012,M06,3.736
